status,subjectId,questionId,questionNumber,imageSlot,sourceUrl,targetUrl,note
done,anatomy,ini-cet-2022-anatomy-q030,30,1,/uploads/yellowfool-ini-cet-2022-anatomy-q030-p231-i1.jpg,/uploads/medicomm-atlas-ini-cet-2022-anatomy-q030.png,"Medicomm atlas-style lateral skull pterion illustration generated from the original source image; pure black background, cyan pterion ring and middle-meningeal-region arrow endpoint preserved."
done,anatomy,ini-cet-2022-anatomy-q033,33,1,/uploads/yellowfool-ini-cet-2022-anatomy-q033-p232-i1.jpg,/uploads/medicomm-atlas-ini-cet-2022-anatomy-q033.png,"Medicomm atlas-style axial abdominal CT plate generated from the original source image; black background, liver segment V green overlay and CT orientation preserved."
done,anatomy,ini-cet-2022-anatomy-q035,35,1,/uploads/yellowfool-ini-cet-2022-anatomy-q035-p233-i1.jpg,/uploads/medicomm-atlas-ini-cet-2022-anatomy-q035.png,"Medicomm atlas-style ventral brainstem illustration generated from the original source image; pure black background, Roman marker II and pontomedullary endpoint preserved."
done,anatomy,neet-pg-2022-anatomy-q001,1,1,/uploads/yellowfool-neet-pg-2022-anatomy-q001-p284-i1.jpg,/uploads/medicomm-atlas-neet-pg-2022-anatomy-q001.png,"Medicomm atlas-style embryology transverse-section schematic generated from the original source image; pure black background, marker A ventral-mesentery endpoint and intraembryonic body-cavity label preserved."
done,anatomy,neet-pg-2022-anatomy-q003,3,1,/uploads/yellowfool-neet-pg-2022-anatomy-q003-p285-i1.jpg,/uploads/medicomm-atlas-neet-pg-2022-anatomy-q003.png,"Medicomm atlas-style fibrocartilage histology plate generated from the original source image; black microscope background, collagen bundle direction and chondrocyte rows preserved."
done,anatomy,neet-pg-2022-anatomy-q004,4,1,/uploads/yellowfool-neet-pg-2022-anatomy-q004-p286-i1.jpg,/uploads/medicomm-atlas-neet-pg-2022-anatomy-q004.png,"Medicomm atlas-style cranial nerve base-of-brain illustration generated from the original source image; pure black background, Roman markers I-IV and original trigeminal-nerve marker III endpoint preserved."
done,anatomy,neet-pg-2022-anatomy-q005,5,1,/uploads/yellowfool-neet-pg-2022-anatomy-q005-p286-i2.jpg,/uploads/medicomm-atlas-neet-pg-2022-anatomy-q005.png,"Medicomm atlas-style pancreatic islet histology plate generated from the original source image; black background, central islet and surrounding exocrine acini preserved."
done,anatomy,ini-cet-2023-anatomy-q001,1,1,/uploads/yellowfool-ini-cet-2023-anatomy-q001-p309-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q001.png,"Medicomm atlas-style medulla cross-section schematic generated from the original source image; pure black background, lateral medullary red territory and orientation labels preserved."
done,anatomy,ini-cet-2023-anatomy-q002,2,1,/uploads/yellowfool-ini-cet-2023-anatomy-q002-p310-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q002.png,"Medicomm atlas-style posterior shoulder-girdle illustration generated from the original source image; pure black background, posterior orientation, scapular relationship, and red rhomboid muscle highlight preserved."
done,anatomy,ini-cet-2023-anatomy-q005,5,1,/uploads/yellowfool-ini-cet-2023-anatomy-q005-p311-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q005.png,"Medicomm atlas-style humerus illustration generated from the original source image; pure black background, A-D labels and pointer endpoints preserved, with C retained at the medial epicondyle region."
done,anatomy,ini-cet-2023-anatomy-q010,10,1,/uploads/yellowfool-ini-cet-2023-anatomy-q010-p313-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q010.png,"Medicomm atlas-style chick embryo transverse-section illustration generated from the original source image; pure black background, central embryologic structures and yellow para-axial mesoderm arrow endpoint preserved."
done,anatomy,ini-cet-2023-anatomy-q012,12,1,/uploads/yellowfool-ini-cet-2023-anatomy-q012-p314-i1.jp2,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q012.png,"Medicomm atlas-style lateral skull illustration generated from the original source image; pure black background, pterion cyan ring and arrow endpoint preserved."
done,anatomy,ini-cet-2023-anatomy-q013,13,1,/uploads/yellowfool-ini-cet-2023-anatomy-q013-p314-i2.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q013.png,"Medicomm atlas-style cardiac-valve transverse-section illustration generated from the original source image; pure black background, question marker and sub-aortic-curtain pointer endpoint preserved."
done,anatomy,ini-cet-2023-anatomy-q014,14,1,/uploads/yellowfool-ini-cet-2023-anatomy-q014-p315-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q014.png,"Medicomm atlas-style lung histology plate generated from the original source image; black background, A-D labels and bronchiolar/alveolar pointer endpoints preserved."
done,anatomy,ini-cet-2023-anatomy-q016,16,1,/uploads/yellowfool-ini-cet-2023-anatomy-q016-p316-i1.jp2,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q016.png,"Medicomm atlas-style adrenal histology plate generated from the original source image; pure black background, Fibrous capsule and Central adrenomedullary vein labels plus zona glomerulosa arrow preserved."
done,anatomy,ini-cet-2023-anatomy-q018,18,1,/uploads/yellowfool-ini-cet-2023-anatomy-q018-p317-i2.jp2,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q018.png,Medicomm atlas-style abstract embryology mechanism plate generated after the clinical source was filtered; caudal primitive-streak remnant and teratomatous tissue components represented without patient imagery.
done,anatomy,ini-cet-2023-anatomy-q019,19,1,/uploads/yellowfool-ini-cet-2023-anatomy-q019-p318-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q019.png,"Medicomm atlas-style T5 axial thoracic cross-section generated from the original source image; pure black background, pulmonary trunk bifurcation arrow endpoint and vascular lumen pattern preserved."
done,anatomy,ini-cet-2023-anatomy-q020,20,1,/uploads/yellowfool-ini-cet-2023-anatomy-q020-p319-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q020.png,"Medicomm atlas-style coronal brain section generated from the original source image; pure black background, basal ganglia anatomy and yellow subthalamic nucleus pointer endpoint preserved."
done,anatomy,ini-cet-2023-anatomy-q022,22,1,/uploads/yellowfool-ini-cet-2023-anatomy-q022-p320-i1.jpg,/uploads/medicomm-atlas-ini-cet-2023-anatomy-q022.png,"Medicomm atlas-style coronal brain section generated from the original source image; pure black background, fornix-region marker converted to Roman numeral while preserving pointer endpoint."
done,anatomy,neet-pg-2023-anatomy-q001,1,1,/uploads/yellowfool-neet-pg-2023-anatomy-q001-p297-i1.jpg,/uploads/medicomm-atlas-neet-pg-2023-anatomy-q001.png,Medicomm atlas-style lower anterior abdominal wall and inguinal canal schematic generated from the original source image; pure black background and marker endpoint preserved in a nonsexual educational diagram.
done,anatomy,neet-pg-2023-anatomy-q003,3,1,/uploads/yellowfool-neet-pg-2023-anatomy-q003-p298-i1.jpg,/uploads/medicomm-atlas-neet-pg-2023-anatomy-q003.png,"Medicomm atlas-style renal cortex histology plate generated from the original source image; glomerulus, tubules, and field orientation preserved on black background."
done,anatomy,neet-pg-2023-anatomy-q004,4,1,/uploads/yellowfool-neet-pg-2023-anatomy-q004-p298-i2.jpg,/uploads/medicomm-atlas-neet-pg-2023-anatomy-q004.png,Medicomm atlas-style AP knee radiology plate generated from the original source image; four markers converted to Roman numerals while preserving each pointer endpoint.
done,anatomy,neet-pg-2023-anatomy-q005,5,1,/uploads/yellowfool-neet-pg-2023-anatomy-q005-p299-i1.jpg,/uploads/medicomm-atlas-neet-pg-2023-anatomy-q005.png,"Medicomm atlas-style cardiac defect diagram generated from the original source image; pure black background, Defect label text, and pointer endpoint preserved."
done,anatomy,neet-pg-2023-anatomy-q006,6,1,/uploads/yellowfool-neet-pg-2023-anatomy-q006-p300-i1.jpg,/uploads/medicomm-atlas-neet-pg-2023-anatomy-q006.png,"Medicomm atlas-style embryology diagram generated from the original source image; pure black background, label A, and pointer endpoint preserved."
done,anatomy,ini-cet-2024-anatomy-q001,1,1,/uploads/yellowfool-ini-cet-2024-anatomy-q001-p352-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q001.png,"Medicomm atlas-style vertebra osteology illustration generated from the original source image; pure black background, orientation and bony morphology preserved."
done,anatomy,ini-cet-2024-anatomy-q004,4,1,/uploads/yellowfool-ini-cet-2024-anatomy-q004-p353-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q004.png,Medicomm atlas-style cartilage histology plate generated from the original source image; four layer markers converted to Roman numerals while preserving horizontal pointer endpoints.
done,anatomy,ini-cet-2024-anatomy-q005,5,1,/uploads/yellowfool-ini-cet-2024-anatomy-q005-p354-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q005.png,Medicomm atlas-style lateral head and neck anatomy illustration generated from the original source image; two markers converted to Roman numerals while preserving pointer endpoints.
done,anatomy,ini-cet-2024-anatomy-q006,6,1,/uploads/yellowfool-ini-cet-2024-anatomy-q006-p354-i2.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q006.png,Medicomm atlas-style hip bone osteology illustration generated from the original source image; pure black background and original arrow endpoint preserved.
done,anatomy,ini-cet-2024-anatomy-q007,7,1,/uploads/yellowfool-ini-cet-2024-anatomy-q007-p355-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q007.png,Medicomm atlas-style thoracic anatomical cutaway generated from the original source image; pure black background and original arrow endpoint preserved in a non-graphic educational rendering.
done,anatomy,ini-cet-2024-anatomy-q008,8,1,/uploads/yellowfool-ini-cet-2024-anatomy-q008-p356-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q008.png,Medicomm atlas-style cardiac cross-section generated from the original source image; marker 2 converted to Roman numeral while preserving chamber anatomy and pointer endpoint.
done,anatomy,ini-cet-2024-anatomy-q009,9,1,/uploads/yellowfool-ini-cet-2024-anatomy-q009-p356-i2.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q009.png,Medicomm atlas-style axial upper abdominal cross-section generated from the original source image; anatomical labels and leader-line endpoints preserved on black background.
done,anatomy,ini-cet-2024-anatomy-q010,10,1,/uploads/yellowfool-ini-cet-2024-anatomy-q010-p357-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q010.png,Medicomm atlas-style two-panel brain specimen plate generated from the original source image; panel order preserved and numbered markers converted to Roman numerals with endpoints retained.
done,anatomy,ini-cet-2024-anatomy-q013,13,1,/uploads/yellowfool-ini-cet-2024-anatomy-q013-p358-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q013.png,Medicomm atlas-style axial chest CT plate generated from the original source image; red arrow endpoint and mediastinal vessel relationship preserved.
done,anatomy,ini-cet-2024-anatomy-q014,14,1,/uploads/yellowfool-ini-cet-2024-anatomy-q014-p359-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q014.png,Medicomm atlas-style cerebral/cervical angiography plate generated from the original source image; yellow arrow endpoint and vascular orientation preserved.
done,anatomy,ini-cet-2024-anatomy-q015,15,1,/uploads/yellowfool-ini-cet-2024-anatomy-q015-p359-i2.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q015.png,Medicomm atlas-style lateral skull osteology illustration generated from the original source image; red arrow endpoint near the temporal region preserved.
done,anatomy,ini-cet-2024-anatomy-q020,20,1,/uploads/yellowfool-ini-cet-2024-anatomy-q020-p361-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q020.png,Medicomm atlas-style embryology microscopy illustration generated from the original source image; central axis and black arrow endpoint preserved.
done,anatomy,ini-cet-2024-anatomy-q023,23,1,/uploads/yellowfool-ini-cet-2024-anatomy-q023-p362-i1.jpg,/uploads/medicomm-atlas-ini-cet-2024-anatomy-q023.png,Medicomm atlas-style internal cranial base osteology illustration generated from the original source image; yellow arrow endpoint preserved on black background.
done,anatomy,neet-pg-2024-anatomy-q001,1,1,/uploads/yellowfool-neet-pg-2024-anatomy-q001-p387-i1.jpg,/uploads/medicomm-atlas-neet-pg-2024-anatomy-q001.png,Medicomm atlas-style cranial base osteology illustration generated from the original source image; black arrow and question mark marker preserved with endpoint retained.
done,anatomy,neet-pg-2024-anatomy-q005,5,1,/uploads/yellowfool-neet-pg-2024-anatomy-q005-p388-i1.jpg,/uploads/medicomm-atlas-neet-pg-2024-anatomy-q005.png,Medicomm atlas-style local schematic created after image generation safety filtering; omphalocele represented as an amnion-covered umbilical sac with cord insertion on black background.
done,anatomy,neet-pg-2024-anatomy-q006,6,1,/uploads/yellowfool-neet-pg-2024-anatomy-q006-p389-i1.jp2,/uploads/medicomm-atlas-neet-pg-2024-anatomy-q006.png,Medicomm atlas-style axillary neurovascular dissection diagram generated from the original source image; brachial plexus labels and marked medial pectoral nerve endpoint preserved.
done,anatomy,neet-pg-2024-anatomy-q008,8,1,/uploads/yellowfool-neet-pg-2024-anatomy-q008-p390-i1.jpg,/uploads/medicomm-atlas-neet-pg-2024-anatomy-q008.png,Medicomm atlas-style ureter transitional epithelium histology plate generated from the original source image; folded urothelium and smooth muscle relationship preserved.
pending,physiology,neet-pg-2022-q131,131,1,/uploads/practice-neet-pg-2022-q131-1.png,/uploads/medicomm-atlas-neet-pg-2022-q131.png,convert from source PDF/current source image; preserve question image order
pending,physiology,neet-pg-2022-q133,133,1,/uploads/practice-neet-pg-2022-q133-1.png,/uploads/medicomm-atlas-neet-pg-2022-q133.png,convert from source PDF/current source image; preserve question image order
pending,biochemistry,neet-pg-2021-q186,186,1,/uploads/practice-neet-pg-2021-q186-1.png,/uploads/medicomm-atlas-neet-pg-2021-q186.png,convert from source PDF/current source image; preserve question image order
pending,biochemistry,neet-pg-2021-q190,190,1,/uploads/practice-neet-pg-2021-q190-1.png,/uploads/medicomm-atlas-neet-pg-2021-q190.png,convert from source PDF/current source image; preserve question image order
pending,biochemistry,neet-pg-2020-q039,39,1,/uploads/practice-neet-pg-2020-q039-1.png,/uploads/medicomm-atlas-neet-pg-2020-q039.png,convert from source PDF/current source image; preserve question image order
done,pathology,aiims-2017-pathology-q003,3,1,/uploads/yellowfool-aiims-2017-pathology-q003-p1799-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q003.png,"Sweet's reticulin-stained liver micrograph conservatively restored; reticulin network, crop, stain identity, and diagnostic architecture preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q007,7,1,/uploads/yellowfool-aiims-2017-pathology-q007-p1801-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q007.png,"Six-panel oesophageal lesion composite conservatively restored; endoscopy, barium swallow, histology panels 1-4, order, and diagnostic morphology preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q010,10,1,/uploads/yellowfool-aiims-2017-pathology-q010-p1802-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q010.png,"Rheumatic valvular disease micrograph conservatively restored; inflammatory focus, tissue orientation, H&E colors, and diagnostic architecture preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q013,13,1,/uploads/yellowfool-aiims-2017-pathology-q013-p1804-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q013.png,"Aspiration pneumonia lung micrograph conservatively restored; vegetable matter, inflammatory field, crop, and H&E identity preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q020,20,1,/uploads/yellowfool-aiims-2017-pathology-q020-p1806-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q020.png,"Membranous nephropathy glomerular micrograph conservatively restored; tuft, capillary loops, surrounding tissue, crop, and stain identity preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q021,21,1,/uploads/yellowfool-aiims-2017-pathology-q021-p1807-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q021.png,"Kimmelstiel-Wilson glomerular micrograph conservatively restored; nodular mesangial pattern, surrounding tissue, crop, and PAS-like stain preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q023,23,1,/uploads/yellowfool-aiims-2017-pathology-q023-p1808-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q023.png,"Barrett oesophagus biopsy micrograph conservatively restored; squamous-to-glandular transition, tissue contours, crop, and H&E identity preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q024,24,1,/uploads/yellowfool-aiims-2017-pathology-q024-p1808-i2.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q024.png,"Multiple myeloma histology micrograph conservatively restored; plasma-cell-rich field, inclusions, crop, and stain identity preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2017-pathology-q025,25,1,/uploads/yellowfool-aiims-2017-pathology-q025-p1809-i1.jpg,/uploads/medicomm-atlas-aiims-2017-pathology-q025.png,"Acute lymphoblastic leukemia smear conservatively restored; blast morphology, background red cells, crop, and Romanowsky-type stain preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2018-pathology-q013,13,1,/uploads/yellowfool-aiims-2018-pathology-q013-p1839-i1.jpg,/uploads/medicomm-atlas-aiims-2018-pathology-q013.png,"Emperipolesis micrograph conservatively restored; host cell and intact internalized inflammatory cell relationship, crop, and stain identity preserved; subtle medicomm watermark bottom-left."
done,pathology,aiims-2018-pathology-q014,14,1,/uploads/yellowfool-aiims-2018-pathology-q014-p1840-i1.jpg,/uploads/medicomm-atlas-aiims-2018-pathology-q014.png,Castleman disease lymph-node micrograph conservatively restored; follicular and vascular architecture preserved; larger darker medicomm watermark bottom-left.
done,pathology,aiims-2018-pathology-q017,17,1,/uploads/yellowfool-aiims-2018-pathology-q017-p1841-i1.jpg,/uploads/medicomm-atlas-aiims-2018-pathology-q017.png,"Lupus nephritis full-house immunofluorescence composite restored; nine-panel order, fluorescence patterns, and labels preserved; larger darker medicomm watermark bottom-left."
done,pathology,neet-pg-2018-pathology-q003,3,1,/uploads/yellowfool-neet-pg-2018-pathology-q003-p1923-i1.jpg,/uploads/medicomm-atlas-neet-pg-2018-pathology-q003.png,Miliary tuberculosis gross lung specimen restored; specimen contour and miliary nodule distribution preserved; larger darker medicomm watermark bottom-left.
done,pathology,aiims-2019-pathology-q002,2,1,/uploads/yellowfool-aiims-2019-pathology-q002-p1856-i1.jpg,/uploads/medicomm-atlas-aiims-2019-pathology-q002.png,Molluscum contagiosum micrograph restored; epidermal architecture and Henderson-Patterson bodies preserved; larger darker medicomm watermark bottom-left.
done,pathology,aiims-2019-pathology-q004,4,1,/uploads/yellowfool-aiims-2019-pathology-q004-p1857-i1.jp2,/uploads/medicomm-atlas-aiims-2019-pathology-q004.png,"Acute promyelocytic leukemia smear restored from original JP2; faggot cell, clustered Auer rods, and arrow endpoint preserved; larger darker medicomm watermark bottom-left."
done,pathology,aiims-2019-pathology-q020,20,1,/uploads/yellowfool-aiims-2019-pathology-q020-p1862-i1.jpg,/uploads/medicomm-atlas-aiims-2019-pathology-q020.png,"Serum protein electrophoresis chart restored; normal and nephrotic patterns, curve relationships, and labels preserved; larger darker medicomm watermark bottom-left."
done,pathology,aiims-2019-pathology-q022,22,1,/uploads/yellowfool-aiims-2019-pathology-q022-p1863-i1.jpg,/uploads/medicomm-atlas-aiims-2019-pathology-q022.png,"Hyper-IgM flow-cytometry composite restored; four-panel layout, CD19 and CD40 axes, gates, event clusters, and plot numbering preserved; larger darker medicomm watermark bottom-left."
done,pathology,aiims-2019-pathology-q028,28,1,/uploads/yellowfool-aiims-2019-pathology-q028-p1865-i1.jpg,/uploads/medicomm-atlas-aiims-2019-pathology-q028.png,"Bone-marrow biopsy needle image restored; handle, connector, shaft, tip, proportions, and orientation preserved; larger darker medicomm watermark bottom-left."
done,pathology,neet-pg-2019-pathology-q017,17,1,/uploads/yellowfool-neet-pg-2019-pathology-q017-p1943-i1.jpg,/uploads/medicomm-atlas-neet-pg-2019-pathology-q017.png,Lateral skull radiograph restored; solitary punched-out beveled lytic lesion and bony anatomy preserved; larger darker medicomm watermark bottom-left.
done,pathology,aiims-2020-pathology-q006,6,1,/uploads/yellowfool-aiims-2020-pathology-q006-p1888-i1.jpg,/uploads/medicomm-atlas-aiims-2020-pathology-q006.png,"Metallosis histopathology figure restored; metallic debris, inset, arrow endpoint, scale bar, and tissue architecture preserved; larger darker medicomm watermark bottom-left."
done,pathology,aiims-2020-pathology-q009,9,1,/uploads/yellowfool-aiims-2020-pathology-q009-p1889-i1.jpg,/uploads/medicomm-atlas-aiims-2020-pathology-q009.png,"Red-stopper clot-activator vacutainer restored; tube type, cap color, orientation, and proportions preserved; larger darker medicomm watermark bottom-left."
done,pathology,aiims-2020-pathology-q016,16,1,/uploads/yellowfool-aiims-2020-pathology-q016-p1891-i1.jpg,/uploads/medicomm-atlas-aiims-2020-pathology-q016.png,Clinical hand image restored; dorsal hand anatomy and knuckle hyperpigmentation pattern preserved; larger darker medicomm watermark bottom-left.
done,pathology,aiims-2020-pathology-q021,21,1,/uploads/yellowfool-aiims-2020-pathology-q021-p1893-i1.jpg,/uploads/medicomm-atlas-aiims-2020-pathology-q021.png,Megaloblastic anemia smear restored; hypersegmented neutrophil and macro-ovalocyte field preserved; larger darker medicomm watermark bottom-left.
done,pathology,aiims-2020-pathology-q024,24,1,/uploads/yellowfool-aiims-2020-pathology-q024-p1894-i1.jpg,/uploads/medicomm-atlas-aiims-2020-pathology-q024.png,"Labeled leukocyte smear restored; cells, arrows, endpoints, and numerals 1-4 preserved; larger darker medicomm watermark bottom-left."
done,pathology,aiims-2020-pathology-q027,27,1,/uploads/yellowfool-aiims-2020-pathology-q027-p1895-i1.jpg,/uploads/medicomm-atlas-aiims-2020-pathology-q027.png,"Gastric fundic mucosa restored; parietal/chief cells, A/B labels, and pointer endpoints preserved; larger darker medicomm watermark bottom-left."
done,pathology,neet-pg-2020-pathology-q003,3,1,/uploads/yellowfool-neet-pg-2020-pathology-q003-p1958-i1.jpg,/uploads/medicomm-atlas-neet-pg-2020-pathology-q003.png,"Histopathology source plate conservatively restored; original tissue architecture, crop, magnification, and stain identity preserved; larger darker medicomm watermark bottom-left."
done,pathology,neet-pg-2020-pathology-q005,5,1,/uploads/yellowfool-neet-pg-2020-pathology-q005-p1959-i1.jpg,/uploads/medicomm-atlas-neet-pg-2020-pathology-q005.png,"Myxoid liposarcoma micrograph restored; myxoid matrix, capillary network, and cellular distribution preserved; larger darker medicomm watermark bottom-left."
done,pathology,neet-pg-2020-pathology-q008,8,1,/uploads/yellowfool-neet-pg-2020-pathology-q008-p1960-i1.jpg,/uploads/medicomm-atlas-neet-pg-2020-pathology-q008.png,Juvenile polyp whole-section image restored; tissue fragments and glandular architecture preserved; larger darker medicomm watermark bottom-left.
done,pathology,neet-pg-2020-pathology-q020,20,1,/uploads/yellowfool-neet-pg-2020-pathology-q020-p1964-i1.jpg,/uploads/medicomm-atlas-neet-pg-2020-pathology-q020.png,"Respiratory squamous-metaplasia diagram restored; epithelial transition, cilia, nuclei, and basement membrane preserved; larger darker medicomm watermark bottom-left."
done,pathology,neet-pg-2020-pathology-q025,25,1,/uploads/yellowfool-neet-pg-2020-pathology-q025-p1966-i1.jpg,/uploads/medicomm-atlas-neet-pg-2020-pathology-q025.png,Panacinar emphysema gross lung image restored; enlarged airspaces and septal network preserved; larger darker medicomm watermark bottom-left.
done,pathology,neet-pg-2020-pathology-q026,26,1,/uploads/yellowfool-neet-pg-2020-pathology-q026-p1967-i1.jpg,/uploads/medicomm-atlas-neet-pg-2020-pathology-q026.png,"Autosomal-dominant pedigree redrawn; all symbols, affected states, relationships, and generation layout preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q003,3,1,/uploads/yellowfool-ini-cet-2021-pathology-q003-p1987-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q003.png,"Labeled pancreatic histology restored; A-D labels, pointer endpoints, islets, exocrine acini, and vessels preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q005,5,1,/uploads/yellowfool-ini-cet-2021-pathology-q005-p1988-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q005.png,"Coagulation-cascade diagram restored; TF, L, IX, IXa labels and arrow relationships preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q006,6,1,/uploads/yellowfool-ini-cet-2021-pathology-q006-p1989-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q006.png,"Red-stopper clot-activator vacutainer restored; tube type, cap color, orientation, and proportions preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q010,10,1,/uploads/yellowfool-ini-cet-2021-pathology-q010-p1990-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q010.png,Peutz-Jeghers hamartomatous polyp whole mount restored; arborizing smooth-muscle core and glandular branches preserved; larger darker medicomm watermark bottom-left.
done,pathology,ini-cet-2021-pathology-q012,12,1,/uploads/yellowfool-ini-cet-2021-pathology-q012-p1991-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q012.png,Pemphigus vulgaris biopsy restored; suprabasal cleft and tissue-fragment architecture preserved; larger darker medicomm watermark bottom-left.
done,pathology,ini-cet-2021-pathology-q013,13,1,/uploads/yellowfool-ini-cet-2021-pathology-q013-p1992-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q013.png,"47,XXY karyotype restored; chromosomes 1-22, two X chromosomes, one Y chromosome, order, and labels preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q014,14,1,/uploads/yellowfool-ini-cet-2021-pathology-q014-p1992-i2.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q014.png,"Hypertrophic cardiomyopathy gross heart restored; asymmetric septal hypertrophy, chambers, valves, and orientation preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q018,18,1,/uploads/yellowfool-ini-cet-2021-pathology-q018-p1994-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q018.png,Blood-air barrier ultrastructure diagram restored; labels A-D/RBC and all arrow endpoints preserved; larger darker medicomm watermark bottom-left.
done,pathology,ini-cet-2021-pathology-q021,21,1,/uploads/yellowfool-ini-cet-2021-pathology-q021-p1995-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q021.png,"Asbestosis lung micrograph restored; fibrosis, alveolar spaces, and ferruginous bodies preserved; larger darker medicomm watermark bottom-left."
done,pathology,ini-cet-2021-pathology-q022,22,1,/uploads/yellowfool-ini-cet-2021-pathology-q022-p1996-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q022.png,Medicomm atlas-style Aschoff-body H&E restoration generated from the original source image; exact tissue architecture and diagnostic focus preserved.
done,pathology,ini-cet-2021-pathology-q025,25,1,/uploads/yellowfool-ini-cet-2021-pathology-q025-p1997-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q025.png,Medicomm atlas-style gross liver restoration generated from the original source image; mottled dark and pale tissue distribution preserved.
done,pathology,ini-cet-2021-pathology-q026,26,1,/uploads/yellowfool-ini-cet-2021-pathology-q026-p1998-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q026.png,Medicomm atlas-style Hodgkin lymphoma H&E restoration generated from the original source image; central Reed-Sternberg cell morphology preserved.
done,pathology,ini-cet-2021-pathology-q034,34,1,/uploads/yellowfool-ini-cet-2021-pathology-q034-p2000-i1.jpg,/uploads/medicomm-atlas-ini-cet-2021-pathology-q034.png,"Medicomm atlas-style nerve electron micrograph generated from the original source; four pointer endpoints, Roman numeral markers, myelin lamellae, and 500 nm scale preserved."
done,pathology,neet-pg-2021-pathology-q001,1,1,/uploads/yellowfool-neet-pg-2021-pathology-q001-p2051-i1.jpg,/uploads/medicomm-atlas-neet-pg-2021-pathology-q001.png,Medicomm atlas-style H&E restoration generated from the tracker-bound original source; crop and tissue architecture preserved without inferred additions.
